y,inputstate,birthyr,gender,sexuality,trans,educ,votereg,race,employ,internethome,internetwork,marstat,pid3,ideo5,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,child18num,newsint,faminc_new,ownhome,urbancity,immstat,cit1,unionhh,investor,assets_estimate,response_time_minutes,volunteering_index
0,Florida,1953,Female,Heterosexual / straight,No,Some college,Yes,White,Homemaker,Broadband,,Married,Democrat,Moderate,Yes,Very important,Once or twice a month,Several times a day,Protestant,0,Most of the time,"$50,000 - $59,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,88526.0,12.3,0.88
1,Indiana,1951,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,,Married,Republican,Conservative,No,Somewhat important,A few times a year,A few times a week,Protestant,0,Most of the time,"$80,000 - $99,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,100961.0,14.5,0.0
1,Florida,1989,Female,Heterosexual / straight,No,Some college,Yes,White,Full-time,Broadband,Broadband,Married,Republican,Moderate,No,Somewhat important,A few times a year,Seldom,Roman Catholic,0,Some of the time,"$40,000 - $49,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,78730.0,9.7,0.24
1,Maryland,1942,Male,Heterosexual / straight,No,Post-grad,Yes,White,Retired,Broadband,Broadband,Married,Democrat,Liberal,No,Not too important,A few times a year,A few times a month,Protestant,0,Most of the time,"$80,000 - $99,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,102295.0,5.4,0.52
1,Florida,1978,Male,Heterosexual / straight,No,4-year,Yes,Hispanic,Part-time,Broadband,Broadband,Divorced,Independent,Conservative,No,Very important,Once a week,A few times a week,Roman Catholic,1,Most of the time,"$40,000 - $49,999",Own,City,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",No,27925.0,1.5,1.16
0,New York,1931,Female,Heterosexual / straight,No,4-year,Yes,White,Homemaker,Broadband,,Widowed,Republican,Moderate,No,Very important,Once or twice a month,A few times a month,Protestant,0,Some of the time,"$50,000 - $59,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,48172.0,10.7,0.55
0,Kentucky,1949,Female,Heterosexual / straight,No,High school graduate,Yes,Black,Retired,Broadband,,Married,Democrat,Liberal,No,Somewhat important,Seldom,A few times a week,Protestant,0,Some of the time,"$60,000 - $69,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,53675.0,21.4,0.7
1,Washington,1992,Female,Heterosexual / straight,No,Post-grad,Yes,Mixed,Full-time,Broadband,Broadband,Never married,Democrat,Very liberal,No,Somewhat important,A few times a year,Several times a day,Protestant,0,Some of the time,Prefer not to say,Rent,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,61558.0,9.1,0.0
1,Ohio,1954,Male,Heterosexual / straight,No,Some college,Yes,White,Retired,Broadband,Broadband,Married,Independent,Moderate,No,Not at all important,Never,Seldom,Protestant,0,Most of the time,"$50,000 - $59,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,76983.0,9.5,0.47
0,Pennsylvania,1970,Female,Bisexual,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Very liberal,No,Very important,Once a week,Several times a day,Roman Catholic,3,Most of the time,Prefer not to say,Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,73684.0,14.7,0.42
0,Indiana,1953,Female,Heterosexual / straight,No,Some college,Yes,White,Permanently disabled,Broadband,,Widowed,Republican,Not sure,No,Very important,Seldom,A few times a week,Something else,0,Some of the time,"$20,000 - $29,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,14186.0,9.8,0.51
1,Oregon,1949,Female,Heterosexual / straight,No,4-year,Yes,White,Part-time,Broadband,Broadband,Married,Independent,Liberal,No,Not too important,Never,Seldom,Protestant,0,Most of the time,"$80,000 - $99,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,96388.0,14.9,0.8
0,Oregon,1949,Male,Heterosexual / straight,No,2-year,Yes,White,Retired,Broadband,Broadband,Divorced,Democrat,Very liberal,No,Not too important,Seldom,Once a week,Roman Catholic,0,Most of the time,"$20,000 - $29,999",Rent,Rural area,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,68051.0,11.1,0.23
1,Pennsylvania,1980,Female,Heterosexual / straight,No,4-year,Don't know,White,Unemployed,Broadband,,Never married,Republican,Moderate,Yes,Very important,A few times a year,Several times a day,Protestant,0,Hardly at all,"$100,000 - $119,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,124474.0,12.9,1.42
0,Michigan,1961,Female,Heterosexual / straight,No,High school graduate,Yes,White,Homemaker,Broadband,,Married,Independent,Moderate,No,Somewhat important,A few times a year,Several times a day,Protestant,0,Some of the time,"$80,000 - $99,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,69166.0,12.7,0.93
0,Georgia,1981,Female,Heterosexual / straight,No,Some college,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Very conservative,Yes,Somewhat important,Once or twice a month,Several times a day,Protestant,3,Some of the time,"$70,000 - $79,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,38423.0,4.1,0.96
1,Texas,1989,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Moderate,No,Not too important,Seldom,Seldom,Roman Catholic,0,Most of the time,"$150,000 - $199,999",Rent,City,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,209621.0,6.1,0.0
1,Arizona,1950,Female,Heterosexual / straight,No,2-year,Yes,White,Retired,Broadband,,Married,Republican,Conservative,No,Very important,Once a week,Several times a day,Mormon,0,Most of the time,"$20,000 - $29,999",Own,Other,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",No,0.0,16.6,1.23
0,Colorado,1963,Male,Heterosexual / straight,No,2-year,Yes,Hispanic,Retired,Broadband,Broadband,Divorced,Democrat,Moderate,Yes,Somewhat important,Never,Seldom,Protestant,0,Most of the time,"$20,000 - $29,999",Own,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,0.0,,0.53
0,Texas,1961,Female,Heterosexual / straight,No,2-year,Yes,White,Homemaker,Broadband,,Married,Democrat,Very liberal,No,Not at all important,Never,Never,Atheist,0,Most of the time,Prefer not to say,Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,49386.0,16.6,1.64
0,Oklahoma,1973,Male,Gay man,Yes,2-year,Yes,White,Permanently disabled,Broadband,Broadband,Never married,Democrat,Very liberal,No,Not at all important,Never,A few times a month,Nothing in particular,0,Some of the time,"$10,000 - $19,999",Rent,City,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,10159.0,10.9,0.86
0,Texas,1980,Female,Bisexual,No,High school graduate,Yes,White,Permanently disabled,Broadband,Broadband,Divorced,Republican,Conservative,Yes,Very important,Once or twice a month,Several times a day,Protestant,2,Some of the time,"$40,000 - $49,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,52491.0,,0.28
0,Tennessee,1983,Female,Heterosexual / straight,No,High school graduate,Yes,White,Temporarily laid off,Broadband,,Domestic / civil partnership,Democrat,Very liberal,No,Not too important,Seldom,Seldom,Nothing in particular,1,Some of the time,"$30,000 - $39,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,16420.0,15.5,0.72
1,California,1993,Male,Bisexual,No,High school graduate,Yes,Hispanic,Unemployed,Broadband,,Never married,Other,Very liberal,No,Not at all important,Never,Never,Nothing in particular,0,Most of the time,"$50,000 - $59,999",Rent,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,52355.0,10.2,0.07
1,Illinois,1972,Female,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Moderate,No,Not at all important,Never,Seldom,Agnostic,1,Only now and then,"$100,000 - $119,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,96548.0,7.7,0.0
1,New Mexico,1963,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Never married,Democrat,Liberal,No,Not too important,Seldom,A few times a week,Protestant,0,Most of the time,"$120,000 - $149,999",Own,Town,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,124617.0,,0.0
1,Georgia,1998,Female,Heterosexual / straight,No,Some college,No,White,Student,Broadband,Broadband,Never married,Republican,Conservative,Yes,Very important,A few times a year,Several times a day,Protestant,0,Most of the time,"$30,000 - $39,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"Yes, a member of my household is currently a union member",No,59494.0,15.4,0.17
0,Arkansas,1957,Female,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Very liberal,No,Not at all important,Never,Never,Nothing in particular,0,Most of the time,"$40,000 - $49,999",Own,Rural area,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,48954.0,,0.31
0,Illinois,1951,Male,Heterosexual / straight,No,Some college,Yes,White,Retired,Broadband,,Married,Democrat,Very liberal,No,Not too important,Once a week,Several times a day,Roman Catholic,0,Most of the time,Prefer not to say,Own,Town,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,109298.0,10.8,0.62
1,Virginia,1955,Female,Heterosexual / straight,No,Some college,Yes,White,Part-time,Broadband,Broadband,Married,Democrat,Moderate,No,Not too important,Seldom,Seldom,Roman Catholic,0,Most of the time,"$80,000 - $99,999",Rent,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,77807.0,9.8,0.68
1,Florida,1965,Female,Heterosexual / straight,No,2-year,Yes,White,Student,Broadband,Broadband,Married,Democrat,Very liberal,No,Not too important,A few times a year,A few times a week,Roman Catholic,0,Most of the time,"$60,000 - $69,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"Yes, a member of my household is currently a union member",Yes,105286.0,8.9,1.26
1,Rhode Island,1952,Female,Heterosexual / straight,No,2-year,Yes,White,Full-time,Broadband,Broadband,Never married,Independent,Very liberal,No,Somewhat important,Never,A few times a week,Roman Catholic,0,Most of the time,"$30,000 - $39,999",Rent,City,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,45548.0,11.1,1.26
0,Florida,1995,Male,Heterosexual / straight,No,2-year,Yes,White,Part-time,Broadband,Broadband,Married,Independent,Conservative,No,Not at all important,Seldom,Never,Agnostic,0,Most of the time,"$10,000 - $19,999",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,8783.0,3.3,0.11
0,New York,1943,Female,Heterosexual / straight,No,Some college,Yes,Black,Retired,Broadband,,Divorced,Democrat,Moderate,Yes,Very important,Once a week,Several times a day,Protestant,0,Some of the time,Prefer not to say,Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",No,67503.0,8.8,0.0
0,Georgia,1969,Female,Heterosexual / straight,No,2-year,Yes,White,Unemployed,Broadband,Broadband,Domestic / civil partnership,Independent,Moderate,No,Somewhat important,Once or twice a month,Several times a day,Protestant,0,Some of the time,"$20,000 - $29,999",Rent,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,20316.0,14.3,1.13
1,Washington,1981,Male,Heterosexual / straight,No,2-year,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Liberal,No,Not at all important,Never,Never,Atheist,1,Some of the time,"$40,000 - $49,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,63173.0,4.8,0.15
0,District of Columbia,1990,Female,Heterosexual / straight,No,Post-grad,No,White,Unemployed,Broadband,Broadband,Married,Independent,Moderate,No,Very important,Once a week,Several times a day,Roman Catholic,0,Most of the time,"$40,000 - $49,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"Yes, a member of my household is currently a union member",No,56537.0,7.9,1.01
1,Virginia,1950,Female,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Widowed,Democrat,Very liberal,No,Not at all important,Never,Never,Atheist,0,Most of the time,"$80,000 - $99,999",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,122995.0,15.1,1.12
1,Oregon,1987,Female,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Moderate,No,Not at all important,Once a week,A few times a week,Atheist,0,Some of the time,"$70,000 - $79,999",Rent,City,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,107040.0,14.3,0.46
0,Michigan,1956,Male,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,,Married,Republican,Very conservative,Yes,Somewhat important,Seldom,A few times a week,Protestant,0,Most of the time,"$10,000 - $19,999",Own,Rural area,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,72696.0,13.6,2.34
1,Texas,1947,Male,Heterosexual / straight,No,Post-grad,Yes,Hispanic,Temporarily laid off,Broadband,Broadband,Married,Independent,Conservative,No,Somewhat important,A few times a year,Once a day,Roman Catholic,0,Most of the time,"$80,000 - $99,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,102257.0,,1.02
1,Minnesota,1932,Male,Heterosexual / straight,No,Post-grad,Yes,White,Retired,Broadband,,Married,Democrat,Very liberal,No,Somewhat important,Once or twice a month,Seldom,Protestant,0,Most of the time,"$80,000 - $99,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,73664.0,18.1,0.08
0,Florida,1989,Female,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Liberal,No,Not too important,A few times a year,Seldom,Nothing in particular,1,Some of the time,"$70,000 - $79,999",Own,Town,I was born in the USA but at least one of my parents is an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,77318.0,11.8,0.0
0,Colorado,1983,Male,Bisexual,No,No HS,Yes,White,Permanently disabled,Broadband,,Separated,Democrat,Moderate,No,Somewhat important,A few times a year,Once a day,Nothing in particular,0,Most of the time,"Less than $10,000",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,47545.0,12.4,0.0
0,Ohio,1948,Male,Heterosexual / straight,No,4-year,Yes,White,Retired,Broadband,Broadband,Divorced,Independent,Moderate,No,Somewhat important,A few times a year,A few times a week,Roman Catholic,0,Most of the time,Prefer not to say,Own,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,33606.0,12.2,0.0
0,Kentucky,1953,Female,Heterosexual / straight,No,2-year,Yes,White,Retired,Broadband,Broadband,Married,Democrat,Liberal,No,Somewhat important,Seldom,A few times a week,Roman Catholic,0,Most of the time,"$30,000 - $39,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,18698.0,,1.09
0,California,1992,Male,Heterosexual / straight,No,2-year,Yes,White,Full-time,Broadband,,Domestic / civil partnership,Independent,Moderate,No,Somewhat important,A few times a year,Seldom,Nothing in particular,0,Some of the time,"$50,000 - $59,999",Own,City,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,99213.0,9.1,0.0
0,Alabama,1947,Male,Heterosexual / straight,No,4-year,Yes,White,Retired,Broadband,,Married,Democrat,Moderate,No,Very important,Once a week,A few times a week,Roman Catholic,0,Most of the time,Prefer not to say,Own,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,81523.0,17.3,0.77
1,Kansas,1976,Female,Heterosexual / straight,No,2-year,Yes,White,Full-time,,Broadband,Married,Independent,Very conservative,Yes,Very important,A few times a year,A few times a week,Something else,0,Some of the time,"$70,000 - $79,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,83397.0,11.7,0.93
0,Pennsylvania,1969,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Divorced,Independent,Moderate,No,Not at all important,Never,Never,Agnostic,0,Some of the time,"$70,000 - $79,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,121041.0,15.0,0.0
0,Florida,1955,Male,Heterosexual / straight,No,High school graduate,Yes,White,Full-time,Broadband,,Divorced,Democrat,Conservative,No,Not at all important,Never,Seldom,Nothing in particular,0,Some of the time,"$30,000 - $39,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,5975.0,3.7,0.11
1,Texas,1999,Male,Heterosexual / straight,No,Some college,Yes,Hispanic,Part-time,Broadband,Broadband,Never married,Democrat,Liberal,No,Not at all important,Never,Seldom,Nothing in particular,0,Most of the time,"$70,000 - $79,999",Own,City,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,30995.0,3.4,0.72
0,California,1944,Male,Heterosexual / straight,No,4-year,Yes,White,Retired,Broadband,,Married,Democrat,Moderate,No,Somewhat important,Once a week,Once a week,Roman Catholic,0,Most of the time,"$60,000 - $69,999",Own,Suburb,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",Yes,102807.0,12.8,0.78
0,Virginia,1943,Male,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,,Married,Republican,Conservative,Yes,Very important,Once a week,A few times a week,Protestant,0,Most of the time,"$80,000 - $99,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,118707.0,8.5,0.76
0,Texas,1954,Female,Heterosexual / straight,No,Post-grad,Yes,White,Retired,Broadband,,Married,Republican,Conservative,No,Not at all important,Never,Once a day,Protestant,0,Most of the time,"$80,000 - $99,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,53961.0,19.0,0.24
0,Virginia,1953,Male,Heterosexual / straight,No,4-year,Yes,White,Retired,Broadband,,Widowed,Other,Very conservative,No,Somewhat important,Never,A few times a week,Nothing in particular,0,Most of the time,"$30,000 - $39,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",No,0.0,15.5,1.42
1,Iowa,1967,Female,Heterosexual / straight,No,High school graduate,Yes,White,Homemaker,Broadband,,Married,Republican,Conservative,No,Not too important,Never,A few times a month,Roman Catholic,0,Some of the time,"$50,000 - $59,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,61774.0,,0.58
1,Washington,1983,Female,Heterosexual / straight,No,High school graduate,Yes,White,Homemaker,Broadband,,Married,Not sure,Not sure,No,Not at all important,Never,Never,Nothing in particular,2,Only now and then,"$80,000 - $99,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,98530.0,16.9,0.0
1,Missouri,1948,Male,Heterosexual / straight,No,4-year,Yes,White,Part-time,Broadband,,Divorced,Democrat,Moderate,No,Very important,Once a week,Several times a day,Roman Catholic,0,Most of the time,"$50,000 - $59,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,18975.0,6.7,0.0
0,Michigan,1993,Male,Heterosexual / straight,No,High school graduate,Yes,White,Part-time,Broadband,Broadband,Never married,Democrat,Not sure,Yes,Very important,A few times a year,A few times a month,Protestant,0,Most of the time,"$20,000 - $29,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,0.0,17.5,0.5
1,Utah,1994,Male,Heterosexual / straight,No,4-year,Yes,White,Part-time,Broadband,Broadband,Never married,Democrat,Very liberal,No,Not at all important,Never,Never,Atheist,0,Most of the time,Prefer not to say,Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"Yes, a member of my household is currently a union member",Yes,40262.0,8.6,0.8
1,Colorado,1988,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Liberal,No,Not at all important,Never,Never,Jewish,0,Most of the time,"$120,000 - $149,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,106404.0,,1.28
0,Illinois,1998,Female,Heterosexual / straight,Yes,2-year,Yes,Black,Full-time,Broadband,Dial-up,Separated,Democrat,Very conservative,Yes,Very important,Once a week,Once a day,Roman Catholic,2,Most of the time,"$50,000 - $59,999",Own,City,I am an immigrant to the USA and a naturalized citizen,Yes,"Yes, a member of my household is currently a union member",Yes,46621.0,5.8,1.11
0,New Jersey,1996,Female,Heterosexual / straight,No,High school graduate,Yes,Black,Part-time,Broadband,Broadband,Domestic / civil partnership,Democrat,Liberal,No,Not at all important,Never,Never,Nothing in particular,0,Some of the time,"Less than $10,000",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,61610.0,14.6,0.0
0,Minnesota,1952,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,,Domestic / civil partnership,Republican,Conservative,No,Somewhat important,Seldom,A few times a week,Protestant,0,Most of the time,"$40,000 - $49,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,2891.0,17.5,0.0
0,Texas,1937,Female,Other,No,Post-grad,Yes,White,Retired,Broadband,,Married,Democrat,Moderate,No,Not at all important,Never,Never,Protestant,0,Most of the time,"$50,000 - $59,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,69160.0,13.6,0.95
1,North Carolina,1979,Male,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Not too important,Never,Seldom,Roman Catholic,2,Most of the time,"$120,000 - $149,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,169583.0,8.7,0.0
0,Louisiana,1985,Male,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Never married,Republican,Moderate,Yes,Very important,Once a week,Once a day,Protestant,0,Most of the time,"$40,000 - $49,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,63394.0,13.1,0.0
1,Minnesota,1980,Female,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Never married,Democrat,Liberal,No,Not at all important,A few times a year,Never,Nothing in particular,0,Some of the time,"$70,000 - $79,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,66867.0,4.7,0.18
0,North Carolina,1950,Female,Heterosexual / straight,No,Some college,Yes,White,Part-time,Broadband,Broadband,Divorced,Independent,Very conservative,Yes,Very important,A few times a year,Several times a day,Protestant,0,Some of the time,"$50,000 - $59,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,46019.0,10.3,0.45
0,Connecticut,1991,Male,Heterosexual / straight,No,High school graduate,Yes,White,Full-time,Broadband,Broadband,Never married,Republican,Conservative,Yes,Somewhat important,Once or twice a month,Once a day,Protestant,0,Some of the time,"$20,000 - $29,999",Rent,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,24050.0,11.5,0.03
1,Illinois,1988,Male,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Domestic / civil partnership,Democrat,Very liberal,No,Not at all important,Never,Never,Atheist,0,Most of the time,"$40,000 - $49,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,99096.0,9.1,0.0
1,Florida,1952,Male,Heterosexual / straight,No,4-year,Yes,White,Other,Broadband,Broadband,Divorced,Republican,Conservative,No,Very important,Once a week,A few times a week,Protestant,0,Most of the time,Prefer not to say,Other,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,86751.0,11.0,1.37
0,Oregon,1943,Female,Heterosexual / straight,No,2-year,Yes,White,Full-time,Broadband,Broadband,Widowed,Republican,Conservative,No,Somewhat important,A few times a year,Once a day,Protestant,0,Most of the time,Prefer not to say,Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,106573.0,9.2,0.38
0,New York,1957,Female,Heterosexual / straight,No,High school graduate,Yes,Black,Permanently disabled,Broadband,Broadband,Separated,Democrat,Liberal,No,Very important,Seldom,Seldom,Nothing in particular,0,Some of the time,"$10,000 - $19,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,38880.0,12.4,0.0
0,Pennsylvania,1958,Female,Heterosexual / straight,No,High school graduate,Yes,White,Part-time,Broadband,,Married,Republican,Conservative,No,Somewhat important,Never,Once a day,Protestant,0,Most of the time,"$70,000 - $79,999",Own,Town,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,134287.0,9.5,0.05
0,Iowa,1980,Male,Heterosexual / straight,No,High school graduate,Yes,White,Full-time,Broadband,Broadband,Never married,Republican,Very conservative,No,Not too important,Seldom,Seldom,Roman Catholic,2,Most of the time,"$30,000 - $39,999",Rent,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,85939.0,7.8,0.14
0,Michigan,1960,Female,Heterosexual / straight,No,High school graduate,Yes,White,Part-time,Broadband,,Married,Democrat,Moderate,No,Not at all important,Never,Never,Nothing in particular,0,Only now and then,"$60,000 - $69,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",No,51364.0,,0.07
